,0
log1p_rto,17709742.21520422
locality,803914.9793485999
rto_lag_1_per_day,535102.029191032
rto_lag_1_scaled_by_days,519085.166268602
log1p_rto_lag_1_scaled_by_days,388397.8427238539
log1p_rto_lag_1_per_day,346853.4271374345
region,139744.21483367682
month_cos,59493.024317383766
rto_lag_12_per_day,59255.98305386305
rto_rmin_2,51858.872263520956
cashboxes,51343.24256262183
rto_lag_7,48903.82189172506
cancellations_clipped,48587.30732898414
rto_seasonal_ratio_baseline,46386.30447605252
rto_rmean_2,33588.9438046217
log_growth_lag_4,22881.771663874388
rto_rmedian_24,22199.108758747578
log1p_rto_seasonal_ratio_baseline,21766.313390620053
log_growth_lag_6,21490.64571237564
abs_log_growth_lag_1,19833.43161356449
region_spendings_mom_ratio,19778.087683770806
rto_rmax_2,18131.298764675856
rto_rstd_2,17943.043065308593
rto_lag_2_div_lag_4,17234.142296450213
rto_mean_3_div_mean_12,16475.21026878059
rto_lag1_to_cummean,15715.844997353852
rto_slope_3,15624.75057759136
rto_lag_1_div_mean_3,15426.834939297289
grp_all_lag1_mean,15343.829231224954
rto_pct_2,15335.563269555569
rto_rstd_3,14900.608855627477
rto_diff_1,14606.804846346378
is_jan,14474.103551864624
region_spendings_lag1_to_rmean3,14473.155566748232
rto_diff_2,14323.767069712281
rto_lag_1,13737.016057943925
rto_slope_12,13531.2203207016
rto_rmean_3,13401.277588509023
rto_cv_6,12840.452516559511
rto_slope_6,12153.057021439075
rto_rstd_4,12069.020098894835
rto_lag_9,11985.28983554244
promo_per_check_lag_1,11979.50493760407
log1p_rto_lag_7,11948.201601147652
rto_pct_1,11532.983816757798
ets_pred,11140.52544868365
rto_lag_12_div_lag_13,11105.665682217106
rto_lag_2,10532.744927429594
area_cat,10322.131983220577
cancellations_lag_1,10010.517174042761
promo_per_check_lag_2,9960.622820854187
rto_diff_6,9813.57058519125
rto_pct_6,9753.895347863436
grp_open_date_cat_lag1_median,9728.55552171357
grp_open_date_cat_lag1_mean,9539.031814008951
cancellations_lag_2,9346.114656329155
rto_rmin_12,9219.6375682801
log1p_rto_rmin_2,8556.339295387268
rto_lag_10,8538.1524425596
grp_area_cat_yoy_median,8495.682307958603
rto_rstd_6,8470.839134540409
promo_per_check_rmean_3,8214.442836046219
rto_rmin_24,8176.89609374851
rto_lag_5,7926.07642429322
rto_rmedian_3,7889.986362308264
rto_rmedian_12,7865.767590031028
month_sin,7768.42967389524
log1p_rto_lag_12_per_day,7425.200300514698
car_traffic,7009.568810656667
items_per_check_lag_1,6976.21646130085
promo_per_check_rmean_12,6936.777743630111
rto_rmin_4,6884.789180602878
rto_cummin,6883.763918533921
households,6797.745027823374
cancellations_rmean_3,6793.370347380638
rto_rstd_12,6760.010964721441
rto_lag_6,6413.5910621318035
items_per_check_lag_2,6362.783452481031
cancellations_rmean_12,6339.249921064824
rto_rmin_3,6270.862521119416
rto_rmean_24,6177.795361049473
foot_traffic,6161.949803196359
log1p_rto_rmean_2,6135.5270255208015
rto_cummean,6038.4490748643875
grp_area_cat_lag1_mean,5980.848759576678
rto_per_day_yoy_ratio,5889.037153244019
rto_rstd_24,5782.022838786244
rto_lag_3,5526.978776931763
rto_rmin_6,5505.536745302379
items_per_check_rmean_12,5478.958953261375
rto_lag_4,5470.663598579355
grp_open_date_cat_yoy_median,5457.241949260235
grp_area_cat_yoy_mean,5395.112024337053
grp_all_yoy_macro_median,5168.773605406284
items_per_check_rmean_3,5144.891847074032
rto_cumstd,5138.856523901224
rto_rmax_3,5135.538031756878
rto_yoy_diff,5060.001738488674
cancellations_lag_12,5039.187221124768
grp_locality_lag1_median,4776.939895436168
