,0
rto_lag_1_per_day,11675736.394816875
rto_lag_1_scaled_by_days,5812241.083906651
locality,3588564.8929696083
rto_lag_1,567023.4855074883
region,551097.8515625
month_cos,479796.4990224838
is_jan,427263.63797950745
month_sin,238529.52743530273
rto_lag_12_per_day,197581.46053361893
cancellations_clipped,184694.8108329773
rto_pct_1,172787.41887903214
rto_slope_12,171388.50143432617
rto_lag_7,165895.94318914413
households,155421.2737379074
rto_diff_1,155202.67281913757
rto_slope_3,143573.47683048248
rto_lag_13,118636.8944182396
rto_lag_15,115687.75897455215
days_in_month_lag_1,103992.34593868256
population,95657.34046602249
rto_lag1_to_cummean,90367.34848356247
rto_lag_10,85226.61591720581
grp_all_yoy_macro_mean,85085.26601076126
grp_all_lag12_mean,78191.27262210846
rto_pct_2,65706.16955852509
cancellations_lag_1,63224.80677318573
rto_lag_2,60991.930267333984
rto_same_month_1y_per_day,60523.70567417145
rto_diff_2,59881.07386779785
rto_rstd_3,58870.71166944504
rto_slope_6,58448.47724723816
rto_lag_9,58327.50952959061
rto_rmedian_12,56765.338824272156
ets_pred,55991.57104444504
grp_all_yoy_macro_median,54796.93992137909
rto_pct_6,53153.16225147247
is_dec,52607.524806022644
cashboxes,51860.79176187515
rto_yoy_diff,49248.63855218887
rto_per_day_yoy_ratio,48891.45591926575
rto_rstd_24,47398.3068151474
rto_diff_6,45793.7891330719
items_per_check_rmean_12,43198.73231983185
promo_per_check_lag_1,41452.694841861725
grp_all_lag1_mean,40326.859986782074
rto_yoy_ratio,37286.858847141266
grp_area_cat_yoy_median,36566.42380952835
days_in_month_lag_12,35977.3575758934
items_per_check_lag_1,35673.11316728592
rto_cummean,35207.44738101959
te_region_month,34292.241481781006
quarter,32408.6966881752
foot_traffic,32326.974588871002
rto_cumstd,31379.28937625885
promo_per_check_lag_2,30774.32226228714
rto_rstd_6,30614.080890655518
rto_rstd_12,30092.942043304443
rto_rmin_12,28145.5578622818
te_open_date_cat,27806.22226858139
rto_rmedian_3,27463.07284975052
items_per_check_lag_12,27429.285717010498
rto_lag_12,26460.781339645386
grocery_500,26345.576671123505
rto_lag_6,25360.33333826065
rto_rmin_3,24991.64835214615
days_in_month,24831.230684280396
grp_area_cat_yoy_mean,24394.427558898926
cancellations_lag_2,24184.636976718903
items_per_check_lag_2,23930.97554063797
cancellations_rmean_3,23513.744807243347
grp_open_date_cat_lag1_median,23358.61863708496
rto_lag_3,23083.783709526062
promo_per_check_rmean_3,22517.5873670578
rto_lag_16,22269.725226402283
area_cat,22131.70173215866
grp_open_date_cat_lag1_mean,21909.342059135437
grp_region_yoy_mean,21433.260922908783
region_spendings_inflated,21136.295023918152
rto_rmin_6,20395.539261817932
rto_rmean_3,20111.164670467377
car_traffic,20100.660695552826
items_per_check_rmean_3,19454.72865629196
rto_same_month_mean,19378.485368728638
grp_region_yoy_median,19001.14246082306
te_locality,18664.565298080444
promo_per_check_rmean_12,18550.376398563385
rto_log_ratio_1_12,17992.93738746643
promo_per_check_lag_12,17967.436958789825
rto_naive_seasonal,17525.843918323517
rto_rmin_24,17393.497457504272
cancellations_lag_12,16859.710590839386
grp_open_date_cat_yoy_mean,16752.51966238022
rto_rmedian_24,16430.25871706009
rto_rmax_3,16199.390006065369
te_region,16147.064851760864
grp_open_date_cat_yoy_median,15820.097780704498
rto_rmean_12,15799.56625366211
grp_region_lag1_median,15726.491763591766
cancellations_rmean_12,15672.902386188507
days_ratio_curr_to_lag1,14905.94659614563
rto_rmax_12,14405.986718177795
rto_rmedian_6,14049.56736421585
rto_cummin,13558.7829580307
open_date_cat,12990.487532615662
grp_area_cat_lag1_mean,12813.499596118927
grp_region_lag1_mean,12486.012281894684
te_area_cat,12301.527228355408
grp_area_cat_lag1_median,12149.40463066101
rto_cummax,11900.993641376495
te_area_open,11895.039505958557
medical_300,11527.972462177277
rto_rmax_24,10973.360705375671
rto_rmax_6,10401.631553173065
rto_lag_24,10032.137920856476
rto_rmean_6,8721.284239768982
te_region_area,8522.965253353119
rto_rmean_24,8194.149878501892
marketplaces_100,7226.204528808594
work_hours,6585.606055259705
grocery_500_clipped,6446.740037918091
foot_traffic_clipped,5628.361257076263
stops_300,5476.678819656372
rto_ratio_lag1_sm1y,5359.150970458984
car_traffic_clipped,5069.133176803589
rto_same_month_1y,4777.909193992615
rto_lag_25,4775.766119003296
p5_500,4352.566750526428
is_feb,4010.0959787368774
days_per_month_ratio,3630.7606201171875
days_ratio_curr_to_lag12,2749.6839275360107
schools_300,2522.4356684684753
medical_300_clipped,1652.5793595314026
marketplaces_100_clipped,1644.5836696624756
rto_same_month_2y,970.3096961975098
is_mar,888.2020955085754
stops_300_clipped,803.1862678527832
schools_300_clipped,711.8519797325134
alco_flag,448.3125
