number,state,value,duration_s,fold_mapes,fold_iters,last_fold,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,reg_lambda,reg_alpha,gamma
0,COMPLETE,4.8776189652185815,561.460019,"[5.491223623888917, 4.437567816537616, 4.449503119199582, 4.501308261733298]","[825, 146, 1496, 929]",2024-03,0.052943912093673315,7,6.2053281457818965,0.8561202403254246,0.9906490864849993,0.011396244718004385,0.0057225326772745826,0.0001
1,PRUNED,5.05513451891827,720.132789,"[5.316482710761937, 4.361904211365032, 4.617397145182964, 5.4019036486853516]","[1499, 829, 1499, 1495]",2024-03,0.021654853831627623,6,58.07369275071929,0.6355596086592517,0.7917159438720727,17.180460176962978,0.0011229278584154335,1.9236333241562764
2,COMPLETE,5.0628451934150815,3225.769349,"[5.331252094328294, 3.975233347606544, 4.541438135607537, 5.736647255305438]","[1120, 1442, 1497, 1499]",2024-03,0.03818900845492669,9,3.5182537461872005,0.7589203973944937,0.7183869258761691,5.490220039083707,0.00018004359021025256,0.012341260037507362
