,0
rto_lag_1,13863445.467113972
locality,3981606.0920386314
rto_rmedian_3,1359600.5672159195
month_cos,751286.6065011024
rto_cummean,593994.8229727745
region,580109.1162433624
month_sin,566386.5853381157
rto_rmean_3,482553.04790115356
is_jan,398805.5528411865
rto_slope_3,279875.76936388016
cancellations_clipped,233036.37479019165
rto_pct_1,231017.66909217834
rto_same_month_mean,217510.4030766487
rto_lag_7,187316.85134124756
households,185887.52510213852
rto_rmin_3,160138.5954618454
rto_lag1_to_cummean,154961.2917022705
rto_slope_12,142827.39481067657
rto_cummax,135063.2812476158
rto_diff_1,128879.83992958069
rto_lag_12,124614.88960838318
rto_diff_2,120733.32838726044
population,118052.9576792717
grp_all_yoy_macro_mean,116766.12401819229
rto_pct_2,116259.00785446167
rto_lag_15,115093.25876617432
rto_lag_10,103676.55454015732
rto_lag_13,100166.77030611038
quarter,85824.51700401306
is_dec,82749.59390830994
rto_cummin,79100.45564699173
rto_pct_6,77607.04736757278
rto_rmedian_12,76307.1450958252
rto_slope_6,75639.9119386673
rto_yoy_diff,70891.46596670151
cancellations_lag_1,70695.99060249329
rto_rstd_3,70096.52663516998
is_mar,68146.76708364487
grp_all_yoy_macro_median,64728.39450597763
rto_lag_2,64520.8597574234
rto_diff_6,64417.947546482086
grp_all_lag1_mean,63146.89294528961
rto_yoy_ratio,60474.323690891266
rto_lag_9,56996.76156234741
grp_all_lag12_mean,56559.337090969086
te_open_date_cat,54833.14335536957
promo_per_check_lag_1,52545.640137672424
cashboxes,52414.050075531006
rto_rmin_6,51621.61428165436
items_per_check_rmean_12,48731.96914768219
rto_rstd_24,47486.01275014877
rto_cumstd,47165.82627916336
items_per_check_lag_1,44885.618669986725
rto_lag_24,44172.143720149994
rto_rmin_12,43372.1113152504
rto_naive_seasonal,43184.48986816406
rto_rstd_6,42121.599747657776
grp_area_cat_yoy_median,40772.590071201324
rto_rstd_12,39510.67403173447
promo_per_check_lag_2,38508.28605270386
foot_traffic,34511.91252851486
rto_lag_6,34088.79966926575
grp_area_cat_yoy_mean,34051.2219209671
rto_same_month_1y,33050.78092336655
rto_lag_3,32362.8232049942
rto_rmax_3,31701.906044483185
items_per_check_lag_12,31472.867057323456
cancellations_rmean_3,29717.619657993317
grocery_500,29406.090101242065
grp_open_date_cat_lag1_median,29325.98517036438
grp_open_date_cat_lag1_mean,29285.594590187073
cancellations_lag_2,29225.06815814972
promo_per_check_rmean_3,29085.41808605194
items_per_check_lag_2,28403.905117988586
rto_log_ratio_1_12,26827.403209209442
items_per_check_rmean_3,26329.113298892975
car_traffic,25993.37737607956
rto_lag_16,25768.98809146881
area_cat,25695.869967460632
promo_per_check_lag_12,25378.240716457367
promo_per_check_rmean_12,25010.279138088226
grp_region_yoy_mean,24506.651686668396
cancellations_lag_12,23413.236285686493
grp_region_yoy_median,23173.462438106537
te_region_month,22842.155591487885
grp_open_date_cat_yoy_mean,22256.6628613472
grp_region_lag1_median,21954.385912418365
rto_rmean_12,21493.96207666397
cancellations_rmean_12,20902.934991836548
grp_open_date_cat_yoy_median,20333.193229675293
rto_rmin_24,19994.30824661255
rto_rmedian_24,18621.055454730988
grp_area_cat_lag1_mean,17478.910980701447
te_region,16332.627487659454
rto_rmean_6,15684.081305503845
rto_rmax_12,15341.448990345001
te_area_open,14811.793952465057
rto_rmedian_6,14621.037389278412
te_area_cat,14469.942580223083
rto_rmax_6,13945.915295124054
grp_area_cat_lag1_median,13440.263703346252
open_date_cat,12698.655961990356
rto_rmax_24,12049.316436290741
medical_300,11803.593909740448
te_locality,11368.099030017853
grp_region_lag1_mean,11121.965824127197
rto_rmean_24,10414.61181974411
marketplaces_100,10026.14441871643
te_region_area,9802.424495220184
stops_300,8081.2278690338135
work_hours,7870.62529706955
rto_lag_25,7695.922433376312
foot_traffic_clipped,7333.680565834045
rto_same_month_2y,6688.038641452789
rto_ratio_lag1_sm1y,6455.837285041809
car_traffic_clipped,6055.734832763672
is_feb,5494.614253520966
grocery_500_clipped,5276.032676696777
p5_500,4343.1197600364685
schools_300,3530.124801158905
medical_300_clipped,2295.5909519195557
marketplaces_100_clipped,1810.6785726547241
stops_300_clipped,1628.7570357322693
alco_flag,749.5799522399902
schools_300_clipped,672.9841661453247
