,0
rto_lag_1_per_day,10533201.468984306
locality,2067895.2772711515
city_month_prev_ratio,942941.1307693124
rto_lag_1_scaled_by_days,856841.0814970136
rto_lag_1,347253.09740674496
region,261515.88290464878
rto_rmean_2,120612.7268885374
rto_rmin_2,113356.39413809776
rto_lag_12_div_lag_13,65268.90792375803
cashboxes,64948.05768716335
rto_diff_1,57237.13200849295
rto_seasonal_ratio_baseline,56779.34084522724
households,53045.30409002304
rto_slope_3,50655.76727581024
rto_slope_12,49002.499858021736
rto_lag_11,48996.125718057156
days_in_month_lag_1,41005.26241695881
log_growth_lag_4,40925.76042240858
rto_lag_8,40767.97507697344
grp_all_lag1_mean,40393.8118057847
log_growth_lag_6,39883.52763104439
rto_rmax_2,39848.59631359577
month_cos,37250.69748938084
rto_pct_1,34705.428042948246
rto_lag_2_div_lag_4,34181.032374978065
rto_lag1_to_cummean,33635.94048011303
month_sin,32722.07242000103
abs_log_growth_lag_1,32039.222079634666
population,31919.271686315536
rto_diff2_1,30388.299812436104
items_per_check_lag1_to_cummean,30311.894445955753
cancellations_pct_2,30154.63727104664
cancellations_pct_1,29516.817574560642
rto_cummean,29487.89749467373
rto_rstd_2,29206.276211619377
rto_lag_9,28673.134402513504
promo_per_check_pct_1,27425.231703341007
days_in_month_lag_12,27088.816799402237
cancellations_diff2_1,27038.231459379196
promo_per_check_lag1_to_cummean,25834.527526557446
rto_cv_3,25679.709291100502
items_per_check_pct_1,24754.660961925983
cancellations_lag1_to_cummean,24629.625972628593
rto_lag_2_div_lag_14,24465.14404606819
items_per_check_pct_2,23994.61480510235
rto_rmedian_24,23804.59729385376
rto_lag_7,23517.394898176193
cancellations_diff_1,23431.614441871643
area_cat,22305.727604031563
items_per_check_diff2_1,21445.05094897747
promo_per_check_pct_2,21357.887852966785
rto_slope_6,21337.458744049072
cancellations_pct_6,21150.66324019432
rto_pct_2,21113.615919589996
cancellations_diff_2,20777.380272865295
promo_per_check_pct_6,20643.027547121048
rto_lag_1_div_lag_2,20621.397020161152
rto_cv_6,20433.10090202093
items_per_check_rmean_12,20112.98880046606
rto_diff_2,18540.592939138412
rto_pct_6,18439.176713228226
promo_per_check_diff2_1,18438.930659413338
items_per_check_pct_6,18134.062256336212
cancellations_diff_6,18079.023138165474
rto_lag_12_per_day,17974.439225435257
rto_rstd_3,17849.573468208313
items_per_check_cumstd,17170.042646586895
rto_rstd_4,16855.208608150482
ets_pred,16310.8535400033
region_spendings_mom_ratio,16277.224800825119
rto_rstd_12,15965.02667939663
foot_traffic_clipped,15909.081313729286
cancellations_lag_1,15585.018079161644
promo_per_check_cumstd,15582.386207342148
rto_rmedian_12,15255.405161976814
grocery_500_clipped,15153.310385346413
rto_diff_6,14972.837876677513
rto_lag_2,14772.820632815361
rto_per_day_yoy_ratio,14552.00810611248
items_per_check_diff_1,14496.109039843082
rto_rstd_24,14461.467111110687
car_traffic_clipped,14446.269820988178
rto_lag_10,14252.472522258759
items_per_check_diff_6,13934.399328410625
items_per_check_diff_2,13737.63290554285
rto_rstd_6,13330.308178067207
grp_open_date_cat_lag1_median,13329.924564957619
promo_per_check_lag_1,13271.396944642067
promo_per_check_diff_6,13180.382391989231
promo_per_check_diff_1,12975.754001498222
grp_open_date_cat_lag1_mean,12875.047178268433
cci_diff_1,12389.194706916809
promo_per_check_lag_2,11996.156982302666
cancellations_cumstd,11974.482736706734
rto_rmin_12,11612.492866158485
rto_yoy_diff,11511.263608336449
te_locality,11091.72977077961
promo_per_check_rmean_12,11038.809585809708
days_in_month,11033.03839814663
rto_lag_5,10961.915238022804
items_per_check_lag_2,10875.5864610672
rto_cumstd,10798.059678435326
rto_lag_4,10624.96721315384
rto_lag_15,10409.715006709099
promo_per_check_rmean_3,10329.610167622566
promo_per_check_diff_2,10202.788995921612
avg_ticket_inflated,10144.084666967392
rto_rmin_24,9875.058947443962
items_per_check_yoy_ratio,9771.692176938057
cci_diff_4,9683.125998139381
rto_lag_6,9636.236982226372
cancellations_lag_2,9488.163830280304
items_per_check_lag_1,9484.901644468307
rto_rmedian_3,9290.863925337791
items_per_check_lag_12,9286.301126420498
grp_area_cat_yoy_median,9132.911722064018
open_date_cat,8739.478596329689
rto_rmax_12,8696.561563014984
cancellations_yoy_diff,8670.128245592117
grp_locality_lag1_mean,8667.518772125244
rto_lag_3,8630.062695860863
grp_area_cat_lag1_mean,8553.328933179379
grp_area_cat_yoy_mean,8435.011424183846
grp_all_yoy_macro_median,8386.760273814201
non_working_days,8240.349785923958
medical_300_clipped,8217.337254166603
cci_yoy_ratio,8215.798839449883
grp_locality_yoy_median,8123.863854765892
te_open_date_cat,8051.332034409046
rto_yoy_ratio,7988.67978978157
promo_per_check_yoy_ratio,7836.923554360867
rto_rmin_6,7813.349207639694
cancellations_yoy_ratio,7797.6921499967575
grp_locality_yoy_mean,7746.590405464172
grp_area_cat_lag1_median,7702.0312578082085
rto_rmin_4,7450.434069275856
grp_locality_lag1_median,7383.1419632434845
cancellations_rmean_3,7221.731892943382
te_region_month,7094.7926379442215
rto_rmax_4,7030.29627096653
promo_per_check_lag_12,7012.59639197588
