,0
rto_lag_1_per_day,7829483.703831553
rto_lag_1_scaled_by_days,3412677.80756557
locality,1604965.8666627407
region,290539.93522405624
is_jan,188233.18095076084
month_cos,186170.0282547474
grp_all_lag1_mean,167698.47611141205
rto_seasonal_ratio_baseline,148708.84000635147
rto_lag_12_div_lag_13,102772.06071299314
households,75299.00795847178
rto_lag_7,70741.27078080177
rto_slope_12,66926.41804075241
rto_lag_1_div_mean_3,60734.38421815634
rto_rmin_2,58234.9903832674
log_growth_lag_6,57952.2988473773
rto_diff_1,57808.325470507145
cashboxes,57524.464043557644
rto_slope_3,55266.29919528961
rto_lag_11,53911.15679895878
month_sin,52716.51631164551
log_growth_lag_4,41375.697872400284
rto_mean_3_div_mean_12,38628.11806970835
rto_rmean_2,36076.05406725407
population,34445.00895905495
rto_lag_12_per_day,33178.261790812016
rto_pct_1,33086.775356173515
rto_lag_2_div_lag_4,31535.47401434183
region_spendings_mom_ratio,30730.749134898186
abs_log_growth_lag_1,30576.218405246735
rto_diff2_1,28774.35786008835
rto_lag_8,28512.619853138924
rto_lag_2_div_lag_14,28011.22332125902
items_per_check_rmean_12,27580.64089989662
rto_lag1_to_cummean,27494.536530554295
non_working_days,26984.73853969574
rto_lag_1,25856.04329687357
rto_lag_9,25657.40831452608
rto_rstd_2,25167.409518659115
rto_rmedian_12,23750.071373343468
rto_lag_2,22737.817191302776
rto_lag_10,22390.048737049103
area_cat,21314.330288589
rto_rmedian_24,20695.449548602104
rto_pct_2,20656.802655756474
region_spendings_lag1_to_rmean3,20071.29321551323
rto_lag_15,20045.001413822174
cci_lag_2,18728.287063360214
rto_rstd_3,17781.22520685196
rto_diff_2,17421.37235838175
rto_cv_6,17316.372500181198
rto_lag_1_div_lag_2,17078.907998621464
rto_rstd_24,16620.905144929886
rto_rmin_24,16395.96741604805
rto_rstd_12,16216.95205450058
rto_pct_6,16114.49185872078
rto_per_day_yoy_ratio,15742.625285506248
rto_slope_6,15721.166350603104
