model,study_name,best_value,best_trial,config_path,feature_list_path,best_json_path,best_yaml_path,trials_csv_path,n_trials_total,n_trials_complete,n_trials_pruned,fold_mapes
xgboost,xgboost_xgb_mom_ratio_feature_study_selected_features_xgb_mom_weather_scout3,4.5759920166768655,2,configs/xgb_mom_ratio.yaml,experiments/reports/feature_study_selected_features.csv,experiments/reports/optuna_xgboost_xgb_mom_ratio_feature_study_selected_features_xgb_mom_weather_scout3_best.json,experiments/reports/optuna_xgboost_xgb_mom_ratio_feature_study_selected_features_xgb_mom_weather_scout3_best_config.yaml,experiments/reports/optuna_xgboost_xgb_mom_ratio_feature_study_selected_features_xgb_mom_weather_scout3_trials.csv,3,3,0,"[5.17935881553048, 3.799996272428823, 5.046304872325681, 4.017782198758068]"
