,0
rto_lag_1_per_day,11673316.039167404
rto_lag_1_scaled_by_days,5809027.624723434
locality,3275970.525548935
rto_lag_1,564405.44647789
region,527057.8960533142
month_cos,476400.7546005249
is_jan,426851.2444486618
month_sin,235904.97007751465
rto_lag_12_per_day,195842.15809202194
cancellations_clipped,179292.66261911392
rto_slope_12,164484.12431764603
rto_pct_1,163535.0471019745
rto_lag_7,161531.89522266388
households,151578.29735803604
rto_diff_1,146746.444314003
rto_slope_3,135327.02228736877
rto_lag_13,116106.92304849625
rto_lag_15,113037.87993240356
days_in_month_lag_1,103038.78281641006
population,94064.6949892044
rto_lag1_to_cummean,81904.83780813217
grp_all_yoy_macro_mean,81248.74926233292
rto_lag_10,81176.74622488022
grp_all_lag12_mean,75128.37937879562
rto_same_month_1y_per_day,60166.235795497894
rto_lag_2,58564.61134433746
cancellations_lag_1,58373.03010368347
rto_pct_2,56709.91943359375
rto_rmedian_12,55163.99530649185
rto_lag_9,54283.982627391815
ets_pred,53371.75725507736
is_dec,52513.90595626831
rto_diff_2,52157.215727329254
rto_slope_6,51373.40032720566
cashboxes,50662.38282442093
rto_rstd_3,50128.44121694565
grp_all_yoy_macro_median,49426.98343706131
rto_pct_6,46374.252994060516
rto_yoy_diff,44861.66726922989
rto_rstd_24,44177.12820339203
rto_per_day_yoy_ratio,44110.38614654541
items_per_check_rmean_12,41010.58864736557
rto_diff_6,39875.4138841629
promo_per_check_lag_1,35719.313165187836
grp_all_lag1_mean,35597.23004198074
days_in_month_lag_12,35190.572106838226
rto_cummean,34100.391661167145
grp_area_cat_yoy_median,33627.66070652008
rto_yoy_ratio,33619.610339164734
items_per_check_lag_1,32031.384415626526
quarter,31694.834685325623
te_region_month,31657.477501392365
foot_traffic,29264.455670833588
rto_cumstd,28670.62396287918
te_open_date_cat,26391.425090789795
rto_rstd_12,26110.250431537628
rto_rmedian_3,26085.3412899971
rto_rmin_12,26084.912865638733
rto_rstd_6,25650.989163398743
promo_per_check_lag_2,25091.70902109146
rto_lag_12,24719.53507232666
grocery_500,24696.53254032135
items_per_check_lag_12,24623.303487300873
days_in_month,23980.95358324051
rto_rmin_3,23448.16601085663
area_cat,21906.639441490173
rto_lag_6,21815.17594385147
items_per_check_lag_2,21314.520982265472
grp_area_cat_yoy_mean,21218.830899238586
cancellations_rmean_3,20491.74001598358
rto_lag_3,20159.324327468872
cancellations_lag_2,19943.35031223297
rto_lag_16,19727.522547245026
grp_open_date_cat_lag1_median,19449.35336780548
rto_rmean_3,18832.33475637436
grp_region_yoy_mean,18780.653196811676
rto_rmin_6,18751.190408706665
region_spendings_inflated,18712.315948486328
promo_per_check_rmean_3,18650.098649024963
rto_same_month_mean,18018.488948345184
grp_open_date_cat_lag1_mean,17869.002774238586
items_per_check_rmean_3,17464.551255226135
car_traffic,17002.703954696655
rto_naive_seasonal,16828.77139902115
te_locality,16751.747834205627
grp_region_yoy_median,16684.489456176758
rto_rmin_24,16108.003837108612
rto_log_ratio_1_12,15912.003328323364
promo_per_check_rmean_12,15643.135604858398
te_region,15420.186690807343
rto_rmedian_24,15203.924265861511
rto_rmean_12,14532.48646402359
rto_rmax_3,14512.750531196594
promo_per_check_lag_12,14414.096404075623
days_ratio_curr_to_lag1,14413.145964622498
grp_region_lag1_median,14391.167880058289
grp_open_date_cat_yoy_mean,13921.787178516388
grp_open_date_cat_yoy_median,13149.24108505249
cancellations_lag_12,13008.899359226227
rto_rmax_12,12989.97524690628
open_date_cat,12790.042090415955
rto_rmedian_6,12729.193727493286
cancellations_rmean_12,12571.662516117096
rto_cummin,12402.395910263062
te_area_cat,11310.103295326233
grp_region_lag1_mean,11251.992082595825
rto_cummax,10646.495978355408
grp_area_cat_lag1_mean,10620.812199115753
medical_300,10344.326437473297
grp_area_cat_lag1_median,10321.237160682678
te_area_open,10133.519536972046
rto_rmax_24,9930.349090099335
rto_rmax_6,9214.318685054779
rto_lag_24,9075.818241119385
rto_rmean_6,7655.886380195618
rto_rmean_24,7147.262962818146
te_region_area,6949.313265800476
marketplaces_100,6243.520643234253
grocery_500_clipped,6189.5868883132935
work_hours,5558.14558506012
foot_traffic_clipped,5076.946330547333
rto_ratio_lag1_sm1y,4983.800880908966
stops_300,4923.115936756134
rto_same_month_1y,4523.675734043121
rto_lag_25,4243.230199337006
car_traffic_clipped,4064.5473675727844
p5_500,3885.7946910858154
is_feb,3833.1986060142517
days_per_month_ratio,3552.082980632782
days_ratio_curr_to_lag12,2716.792537689209
schools_300,2178.2478365898132
medical_300_clipped,1514.79257106781
marketplaces_100_clipped,1417.3358073234558
is_mar,855.6354656219482
rto_same_month_2y,747.2780055999756
stops_300_clipped,747.1704988479614
schools_300_clipped,597.1528391838074
alco_flag,399.43599128723145
