,0
rto_lag_1,14817897.594937325
locality,4427717.71254921
rto_cummean,1359287.686006546
region,575511.3039441109
month_cos,527917.3386573792
month_sin,465177.338306427
rto_rmedian_3,456543.7188587189
grp_all_lag1_mean,269272.0076918602
rto_slope_3,265018.0512871742
grp_area_cat_yoy_median,264096.3136277199
rto_pct_1,247592.09042835236
cancellations_clipped,229152.79163742065
rto_slope_12,200536.83267307281
households,191250.0210456848
grp_area_cat_yoy_mean,179029.31853437424
rto_lag1_to_cummean,176232.39842414856
rto_diff_1,145470.45383167267
grp_region_yoy_median,133647.52871418
rto_rmean_3,129287.65331077576
rto_lag_15,128171.132853508
grp_all_lag12_mean,126806.55820941925
is_jan,125989.68040943146
population,122723.08208799362
rto_rmin_3,120111.51388406754
rto_diff_2,111404.51528263092
grp_region_yoy_mean,110784.25314855576
rto_pct_2,109184.96108484268
rto_lag_9,106052.83310079575
rto_same_month_mean,105978.68093681335
rto_slope_6,97330.56533288956
rto_lag_12,91767.73568344116
grp_open_date_cat_lag1_mean,88470.51276111603
rto_pct_6,86725.45219039917
grp_all_yoy_macro_median,85146.94260454178
rto_rmin_6,84478.92954874039
is_dec,81492.72986316681
rto_rmedian_12,80233.97093486786
rto_lag_2,77287.82098913193
rto_rstd_3,76654.7261133194
rto_diff_6,76300.09595870972
cancellations_lag_1,74844.51085138321
rto_yoy_diff,68040.92203903198
rto_rstd_24,63262.58620595932
promo_per_check_lag_1,61159.51823139191
rto_yoy_ratio,58390.60418176651
cashboxes,57819.24748802185
grp_all_yoy_macro_mean,56921.83227157593
rto_cumstd,56518.499131679535
rto_rstd_6,55151.99541711807
rto_lag_6,53481.12920618057
items_per_check_lag_1,52349.47856140137
te_open_date_cat,51987.26204204559
items_per_check_rmean_12,47255.75330781937
rto_rstd_12,47058.32349061966
promo_per_check_lag_2,46060.73585987091
rto_rmin_12,43890.85393857956
is_mar,43003.657284259796
rto_lag_18,42305.818254470825
grp_open_date_cat_yoy_mean,41747.55005025864
promo_per_check_rmean_3,39529.82077550888
items_per_check_lag_12,38711.506893634796
cancellations_lag_2,38609.46838903427
rto_cummax,38425.42714262009
grp_region_lag1_mean,37425.163942337036
rto_cummin,37262.54132795334
rto_rmean_12,36878.564733982086
grp_region_lag1_median,36784.344989299774
rto_rmin_24,36481.21433162689
foot_traffic,35894.550172805786
rto_naive_seasonal,35639.703939437866
rto_lag_3,35448.985709667206
rto_log_ratio_1_12,34409.83760356903
items_per_check_lag_2,34396.83594894409
cancellations_rmean_3,33033.112115859985
rto_rmax_3,31904.85212135315
grp_open_date_cat_lag1_median,31253.4675989151
promo_per_check_lag_12,31171.392232894897
car_traffic,30921.55482673645
grocery_500,30661.38918209076
cancellations_lag_12,30601.16144514084
grp_area_cat_lag1_mean,30600.107669591904
quarter,30087.926379203796
rto_rmedian_24,29714.907567977905
promo_per_check_rmean_12,28930.763828277588
area_cat,27519.00201177597
items_per_check_rmean_3,27330.527930259705
cancellations_rmean_12,26214.55677175522
rto_lag_24,22148.924171447754
te_region,21527.266743183136
rto_rmax_12,20924.58842754364
te_area_open,19921.115778923035
rto_same_month_1y,19887.768290519714
rto_rmax_24,19399.971744060516
rto_rmedian_6,18401.893906593323
rto_rmean_24,17314.529941558838
rto_rmax_6,16499.892689228058
te_area_cat,16139.5493683815
rto_rmean_6,15756.311793327332
te_region_month,15716.926124095917
open_date_cat,14028.21914100647
te_locality,14025.998014450073
is_feb,13781.813512802124
te_region_area,13252.510464668274
medical_300,13234.135430335999
grp_area_cat_lag1_median,13062.163318634033
grp_open_date_cat_yoy_median,9964.373558998108
marketplaces_100,9798.151090145111
foot_traffic_clipped,9792.069508075714
stops_300,8908.887060165405
rto_ratio_lag1_sm1y,7008.961222648621
grocery_500_clipped,6218.915839672089
car_traffic_clipped,5939.784253120422
p5_500,5307.0726680755615
rto_same_month_2y,5023.8682017326355
schools_300,3508.4150013923645
medical_300_clipped,3269.5148038864136
marketplaces_100_clipped,1885.927128791809
stops_300_clipped,1437.5991230010986
alco_flag,617.7129240036011
schools_300_clipped,577.1094036102295
