model,study_name,best_value,best_trial,config_path,feature_list_path,best_json_path,best_yaml_path,trials_csv_path,n_trials_total,n_trials_complete,n_trials_pruned,fold_mapes
xgboost,xgboost_xgb_mom_ratio_feature_study_selected_features_xgb_mom_weather_long,4.467524018563485,11,configs/xgb_mom_ratio.yaml,experiments/reports/feature_study_selected_features.csv,experiments/reports/optuna_xgboost_xgb_mom_ratio_feature_study_selected_features_xgb_mom_weather_long_best.json,experiments/reports/optuna_xgboost_xgb_mom_ratio_feature_study_selected_features_xgb_mom_weather_long_best_config.yaml,experiments/reports/optuna_xgboost_xgb_mom_ratio_feature_study_selected_features_xgb_mom_weather_long_trials.csv,12,9,3,"[4.816229411518619, 3.8402218657729943, 5.3248129722314355, 3.9862980668896784]"
