,0
rto_lag_1_per_day,7598874.963763475
rto_lag_1_scaled_by_days,3633998.390822947
locality,1504763.08843714
region,276152.5124229789
month_cos,197015.97528529167
is_jan,194056.51905322075
grp_all_lag1_mean,167600.90289777517
rto_seasonal_ratio_baseline,141163.76656377316
rto_lag_12_div_lag_13,100756.68112176657
households,74752.52867662907
rto_lag_7,71350.0380846858
rto_slope_12,63550.24178195
month_sin,57925.295749783516
cashboxes,57681.84166133404
rto_diff_1,57382.05126988888
rto_slope_3,54168.71726441383
rto_lag_1_div_mean_3,53602.80866110325
rto_lag_11,53224.53758895397
log_growth_lag_6,52324.632860183716
rto_rmin_2,49921.65576905012
rto_mean_3_div_mean_12,36880.832548975945
log_growth_lag_4,36041.184698045254
non_working_days,35612.21543323994
rto_rmean_2,35531.21615815163
population,34778.82007443905
rto_pct_1,32641.450059056282
rto_lag_2_div_lag_4,30340.418006837368
region_spendings_mom_ratio,30279.08321893215
rto_lag_12_per_day,28247.741372585297
rto_lag_8,27824.599774360657
rto_lag_2_div_lag_14,27518.52305430174
rto_lag_1,26886.34628224373
abs_log_growth_lag_1,26435.477675139904
items_per_check_rmean_12,26424.629802584648
rto_lag1_to_cummean,25325.703061580658
rto_lag_9,25005.86108338833
rto_lag_2,24096.64412111044
rto_rmedian_12,21991.98698860407
rto_rstd_2,21878.458035826683
rto_pct_2,21810.49655854702
area_cat,21396.47039282322
rto_lag_10,21000.03602719307
rto_lag_15,20061.137390732765
rto_rmedian_24,19887.27847111225
region_spendings_lag1_to_rmean3,17703.637000977993
rto_diff_2,17287.66452050209
rto_lag_1_div_lag_2,17176.713505506516
rto_rmin_24,16656.69084751606
rto_rstd_24,16286.026076614857
rto_rstd_3,15196.152384519577
rto_rstd_12,14853.801401495934
rto_pct_6,14834.30655324459
rto_slope_6,14690.963104486465
rto_per_day_yoy_ratio,14686.384662866592
days_in_month_lag_1,14544.531751513481
rto_cv_6,14539.578272461891
rto_diff_6,14309.771581470966
foot_traffic_clipped,14271.026132941246
ets_pred,13973.904003441334
rto_yoy_diff,13908.38303399086
rto_rmax_2,13551.755812644958
promo_per_check_lag_1,13303.454096972942
cancellations_lag_1,12855.298564314842
rto_cummean,12701.607317209244
days_in_month_lag_12,12505.149832367897
rto_lag_5,12369.544336915016
rto_rstd_4,12343.899340808392
te_locality,12103.361367821693
promo_per_check_lag_2,11089.481336295605
items_per_check_lag_1,10883.735011577606
grp_open_date_cat_lag1_median,10803.334250211716
te_region_month,10770.010769367218
grp_area_cat_yoy_median,10664.187557220459
rto_rmin_12,10656.582648694515
rto_lag_6,10514.877597928047
grp_open_date_cat_lag1_mean,10319.601650476456
grocery_500_clipped,10267.046442627907
rto_yoy_ratio,10256.693749189377
items_per_check_lag_2,9800.692568063736
te_open_date_cat,9760.143717765808
grp_area_cat_yoy_mean,9461.26993215084
items_per_check_lag_12,9079.92758321762
grp_all_yoy_macro_median,8593.666471719742
cancellations_lag_2,8312.895638644695
rto_rstd_6,8226.402711987495
rto_cumstd,8089.833585858345
is_dec,8038.63539814949
grp_all_lag12_mean,8028.913195371628
region_spendings_lag_2,7990.946879148483
car_traffic_clipped,7987.008294939995
promo_per_check_rmean_3,7817.2226148843765
region_spendings_yoy_ratio,7754.954968631268
promo_per_check_rmean_12,7464.910710453987
open_date_cat,7427.5958552360535
rto_lag_4,7294.654547452927
rto_rmin_3,7265.8976820111275
rto_rmin_4,7105.391918420792
grp_locality_lag1_mean,7060.931052863598
rto_lag_16,6962.628348827362
rto_lag_3,6761.9179809093475
days_in_month,6722.225388884544
rto_rmedian_3,6493.302750468254
rto_rmedian_6,6189.8090035915375
quarter,6024.716698765755
grp_region_lag1_median,5957.404750347137
rto_lag_13,5932.0714782476425
cancellations_lag_12,5891.686400055885
region_spendings_lag_3,5881.774924278259
region_spendings_inflated,5880.579676747322
items_per_check_rmean_3,5871.222501814365
region_spendings_rmean_3,5825.012293457985
rto_rmean_24,5811.23275744915
grp_region_yoy_mean,5757.514226555824
promo_per_check_lag_12,5746.384646296501
grp_area_cat_lag1_median,5722.5651060938835
te_region,5577.39802646637
grp_locality_yoy_mean,5414.598829567432
rto_rmin_6,5304.866505265236
rto_lag_14,5301.101611852646
rto_rmax_4,5280.498478293419
cancellations_rmean_12,5278.946327805519
cancellations_rmean_3,5249.254411101341
grp_locality_yoy_median,5206.709495842457
grp_all_yoy_macro_mean,5194.70490026474
rto_rmax_6,5152.915692210197
grp_locality_lag1_median,5089.505454778671
region_spendings_lag_1,4997.786993503571
rto_lag_17,4948.290914177895
grp_open_date_cat_yoy_mean,4820.362456083298
rto_rmean_12,4702.097856223583
rto_lag_12,4678.518690764904
grp_region_yoy_median,4662.3869433403015
grp_open_date_cat_yoy_median,4653.2331112623215
grp_area_cat_lag1_mean,4645.883111834526
medical_300_clipped,4605.412847042084
rto_cummax,4564.123337626457
te_area_open,4407.802813947201
region_spendings_rmean_12,4314.919550776482
rto_rmedian_4,4142.0153822898865
rto_cummin,4025.1209594011307
rto_lag_18,3974.436005592346
grp_region_lag1_mean,3780.0817712545395
marketplaces_100_clipped,3658.1965881586075
rto_rmean_3,3628.519954562187
te_region_area,3557.6957383155823
rto_rmax_12,3461.9385491609573
te_area_cat,3270.883805036545
rto_rmax_3,3224.845158457756
region_spendings_lag_12,3081.0118310451508
rto_rmax_24,3077.901796221733
region_month_rto_mean_lag12,2778.0618626475334
rto_rmean_6,2521.322285890579
work_hours,2503.2871313095093
rto_log_ratio_1_12,2498.639732182026
rto_rmean_4,2461.5686745643616
log_growth_lag_1,2336.1301206350327
p5_500,2332.2074522972107
rto_same_month_mean,2110.1903723478317
stops_300_clipped,1901.661151766777
rto_rmedian_2,1872.0630677938461
days_ratio_curr_to_lag1,1623.3886817097664
region_march_feb_ratio,1582.150854229927
rto_naive_seasonal,1485.6673453450203
log_growth_lag_2,1300.8498153686523
region_march_feb_ratio_hist_pairs,1176.9517112970352
schools_300_clipped,1113.4124764204025
is_feb,1049.1283571720123
rto_same_month_1y_per_day,1023.6167802810669
locality_march_feb_ratio,1002.3411681652069
rto_std_3,952.4282599687576
rto_same_month_2y,947.2226437926292
city_march_feb_ratio,918.0435678958893
days_ratio_curr_to_lag12,903.649206161499
rto_std_6,614.8634754419327
rto_median_3,439.62082827091217
rto_min_6,417.54156589508057
rto_same_month_1y,332.7285997867584
rto_max_6,328.30807292461395
rto_mean_2,279.78595304489136
rto_mean_3,269.24042642116547
locality_march_feb_ratio_hist_pairs,265.47875475883484
rto_median_6,228.1413974761963
rto_lag_1_div_lag_12,214.7340680360794
rto_mean_4,178.8409140110016
rto_mean_6,149.88575267791748
alco_flag,141.5826724767685
rto_mean_12,127.23542928695679
global_march_feb_ratio,0.0
global_march_feb_ratio_hist_pairs,0.0
